date,snapshot_time_jst,google_ads_clicks,google_ads_cv_lp_to_a8_click,google_ads_cost_jpy,a8_clicks_reflected,a8_occurrences_reflected,a8_reflected_through,notes
2026-04-05,16:00,53,4,1696,12,0,2026-04-04,"A8 data reflected only through 2026-04-04 at this snapshot. Same-day A8 data for 2026-04-05 was not yet reflected."
